video_id,pt_count
yRXUBCobMUY,36
04Vdesa_VlI,35
071AJxJ9pHM,35
P2olkCH3-7U,35
cpb83M0ZqeM,35
i5M6TLoIWgo,35
o5Z7dWxUBT0,35
Nixrj-82pd4,34
TRjJTEU4MiA,34
j0dwTGxUSAc,34
k_XkuJzGpYI,34
lb0GPuaN708,34
4NBhuHM9P9A,33
9AdixAJVTO0,33
HgkGHYUnayQ,33
InlUeKSmdpI,33
MKevsI2mqY8,33
QNT9pEq3Z2s,33
WiaGcTggWRg,33
fH4uD9ZqCe8,33
7J73arwqcJ0,32
9dsKyYyvaqQ,32
CJ8tlYCrTwA,32
FSljuE--FQI,32
FVkKlUeaMkE,32
YoxMRcXjf3U,32
Z1xjrSclcgU,32
fjFZAXPbdpc,32
hwPOGIowOTs,32
9YtXCDJGkoU,31
GKnFZ76dV5s,31
U4yIa_mC6lo,31
bVGWx4k58U0,31
44stP5-XRFU,30
5iJwCkn8ySI,30
5q9917wJpfA,30
D5WyQe-zZVM,30
NOtP_NXPyl8,30
VparX3PDimM,30
gtvlEDODWHw,30
C067qePguRk,29
GPvOlzukz8s,29
qrZOxwWk3Ww,29
uEftPBmbFH8,29
z4Www7qrWIo,29
8ZqWcmB1FTk,28
bTIcWTHRQ5c,28
dY3UwefvCJE,28
fDYBRMyMGPA,28
s9P3hgZ6YZs,28
9xuQx905BpI,27
DA6J5XrTGuU,27
IXErIyoCewU,27
KGjFGjviwZo,27
Wb3sBKd8UK4,27
Yva8nhDsP0c,27
inbO0sDvpwk,27
pJadwEtPOgI,27
-q5YA5zAo-Q,26
4HcuowIBp34,26
7O9CfsyXRIY,26
TggTKHTzT8U,26
quOdLN6CNq4,26
s7ht1IZnJp8,26
4kuK4FUN0Gs,25
4ty8AoMjjJ0,25
8lgr9Pjqils,25
DMxnIf4wcnE,25
MpGyxvTgh7M,25
daQe7gUAb28,25
g40hoh2kzH0,25
svU90c8mWqo,25
uHHTiomc_e4,25
uz_CX0h2Uh8,25
-2DKPhdxv0s,24
0vYPM8mBB8o,24
2RmH0ppkuzA,24
B5IOoLjx68E,24
CnYB50RFthM,24
FUSdPjsvw7M,24
Nc_8mhoHeL0,24
P5UzIzZdLhI,24
SXP5s-uILys,24
WZCXD7VGTQk,24
YO5LSkswKqw,24
Av7929nkvj0,23
BUspbdpPaTc,23
MM3j8cCgm0w,23
O03nZ_roO7o,23
X4WwtSZUDeY,23
f8fse5PuIPI,23
qHV20f1iAMM,23
2Y02D80R0GU,22
NfoiMaBpSm8,22
WxaBw3g4X08,22
mxU6Gn0mu-w,22
B_1AhY5k2Hg,21
GCx-VVt1H2Q,21
yaNjplK3MgE,21
zGSdKZK_jVo,21
8quDEptiDPg,20
DWxk_VJA4tY,20
KhwNsXli5cM,20
e081ymmy4B4,20
hIkQWL53Aj0,20
0mUQZ6Zzw-U,19
1lpD0MBmFzw,19
PzX-nTEP3o4,19
RXmMUEGLHEc,19
bi7kvMb9AV4,19
d51zMll6yBI,19
dpqBZppB2aQ,19
trujPVUsTdw,19
x3RxyNjyVAA,19
1q-cJoWBQdQ,18
2SbtaqwQMgg,18
TAsm5EWnsos,18
h-jZZsrSTlY,18
s7KPqcLkypg,18
sryy45gw2VE,18
5lKp-Aasaa4,17
BVPTHjCOgNE,17
CDmGx5MgOuU,17
SM--QJaPRz0,17
ZJKGPTWVvLE,17
p39B-nzHPqI,17
pN9HGnRXyo0,17
vzJd-Ah1y10,17
1Xrgy17zsrU,16
9yCAxKRkf7w,16
Boj7qxK_axE,16
D3EmOmFLLa8,16
GrrSGSdDwMc,16
IqLxHd9GbSA,16
UK_rcArlP40,16
Wt92uj8xV2g,16
bQC-2AoL_o8,16
pcL0oasrn2Y,16
-3vSkHAHIs4,15
7ZZq08cW8Y8,15
TCBJuCCfxOM,15
UH2ZNl1aW2A,15
c7Dd-h5udls,15
oNiK7e0iWRs,15
rrhErNZQNGo,15
uhT5WKPJENM,15
vhTEZFE2d-g,15
8EbQ1cc1wq8,14
8rZ-umURx84,14
Dl87y7JGhII,14
ELPPXQy9fm0,14
Gs6VQ4mLKqo,14
LBqTxFGbQbI,14
RE-Vbn5aSHg,14
SRmHOvRJlw0,14
TibrPyFSWEc,14
fQNRodQFibY,14
t92y6pyuOjs,14
zB9XAww_6Xw,14
BVa_qArsxOo,13
Bgu_L-6CwYg,13
FWqoEPLWcJE,13
JwWx6oKLhy4,13
Kf0RHuIy8tw,13
L3-R-hHIqpc,13
OCVyUOcPrGI,13
UF07Sbap2SU,13
YhvruoasfzQ,13
_I-2_Nyj6hk,13
_YfQbQqIxTM,13
_pF_dWjoXfo,13
bjw02qhQetA,13
e5ooQ8biw4M,13
fT3CBLHfskI,13
fyXHVjCPtZM,13
kE1JclQc7So,13
lzeZuTGf6bI,13
tZUWEKyu5LE,13
uM205IqXPFE,13
-_cvo7gHzh0,12
3Gh728MOoOI,12
4SoG5Zi4-0o,12
7_0p-4Rm1Gk,12
C8kqkh39FYg,12
Gp4UR74Pfqo,12
H0GbloUW8OQ,12
K0iZ-IGI0ug,12
LEPjH6dqaEg,12
Uj2_olhS0cs,12
_K1Z5tMwXys,12
kA3CKVWbNSs,12
m0iUNnMNN9U,12
nJZlvj8Dnjw,12
qP5snsmmpEc,12
qTlLQ7H-vXQ,12
vl709hm8gUI,12
w3EliVSw5_A,12
0BB5DKnw6ao,11
48R5J1Z8YLo,11
DuEvl5fpXKc,11
FEung0WpREM,11
LXNmM9M4yXM,11
MkKHnF3gWuA,11
RX5dQGJ4XaU,11
Wy-qbjU6eMU,11
bMLZYSfIjUI,11
d-IZO4gCCfE,11
f-W1X3X3r8k,11
hwHfagaG4a8,11
p2yeF6wzZ70,11
xBwvB892qVc,11
241jzVFbWKc,10
3w7Qp2hb5j4,10
4S6wUAHpLfU,10
5eYJNf8Z-gw,10
68UYBhIte3U,10
AW4-LHe3cUs,10
OYrwOR3PnTs,10
UYFHexKCwU4,10
UuLsxjBeRYM,10
XDEZ1Rj8b0E,10
fUf6534DUmY,10
hMEe8Mcj1nI,10
iFalm-TOSJw,10
khTtDIfpHBw,10
n8EhxCDEcmI,10
46O0IYwYzU0,9
8Wv0Tof7rRo,9
Ht45wkTovUA,9
MOyWoNYIbZ8,9
X0Q-aQ22HOk,9
bhhJ3Pr8UHs,9
eMyQz4hXu9o,9
kuK3HRXw5pk,9
z2n1UCytd40,9
9Y1ih2-F3lk,8
EyzYuRwLVdM,8
GZiw-M0j1nM,8
Igc6PIpbe4Q,8
_-hs2QHigYM,8
epnN16iRsx4,8
h9FzYgiES84,8
ogbKGnc9WJs,8
wzJE-eijh3Y,8
3vFwqpwTRts,7
4v7I97wKImc,7
AqTvAZuwWlU,7
BTdd3TkdwWI,7
NRCiKtQbUEo,7
OJDbuREf5lY,7
SpY1upP3OMM,7
WSgjR-HsGtA,7
Wh9laE-XO4U,7
psWAgEsAxyY,7
JlbetnvaLN8,6
TyzdlTA7k18,6
_TmuLMwfwSM,6
l4jxwidVrys,6
pPG1kXnPjPI,6
xy9m_uTlIuQ,6
3T894LFted0,5
BYumcDY-Log,5
D1DCR6DAOuY,5
GuDL2Bt8wQ8,5
I-AUBNR33Nk,5
K6T3nDxa_eM,5
abG1WRY0C8g,5
kwZfHUj9UOM,5
HVio4LlNrGM,4
bXth1v1cfXI,4
kVGdzlCYPig,4
-zkq6CAbBnI,3
rVYamulhvtU,3
sc3LPKL6Aw0,3
vdkZ5p6PLJg,3
HeJQBW_vyLQ,2
2xKic4fRYi4,1
6wib7tKCuYc,1
FAw8rv2tHzc,1
JNmOD5EVmZA,1
axntaHPEArE,1
qMm0Vm8AbS4,1
uxrH-SS081k,1
video_id,1
